2426	2232
2010	3534
4565	4634
2005	2045
1993	2013
5125	1780
1793	37
1886	3196
3112	3132
2173	4634
619	1457
1314	115
62	5128
1370	138
2850	1455
2996	2449
2209	2913
48	4113
810	69
1285	2655
3712	885
3157	2138
759	106
2361	2974
2781	106
2922	5452
5080	4634
2094	3227
2490	69
3009	3155
1558	4200
3463	3196
4236	1706
1725	1766
1753	4049
4511	2089
3553	4634
5444	2674
2719	69
2077	5633
2267	138
2020	2273
2463	1404
4703	326
5590	5538
1954	2259
1544	279
1807	3545
682	1936
2420	2879
4658	69
5397	2306
3357	3200
1877	1993
634	69
4876	5535
3059	5452
3171	3206
2233	2324
4729	40
4187	4771
590	3196
4539	4634
1984	3157
1792	1780
4036	4709
3922	69
5203	5304
3318	5682
1792	1891
5048	1099
154	3695
5229	685
2736	479
1023	1927
3566	1927
4417	4241
688	3094
276	2089
2509	1842
1949	3128
5537	2954
3409	5648
1210	5075
1094	69
2458	4251
2089	276
2988	1952
2045	2356
2821	2311
36	2161
3746	5175
3000	2990
2610	4137
1885	2947
5373	132
1875	65
2653	5604
2739	287
5537	3128
4270	4880
3242	138
4338	47
556	4634
2754	2580
3917	5382
5213	748
3470	410
1953	1672
1843	5633
3132	2969
4474	2290
2953	2874
2227	5640
1539	4847
2974	3052
1328	106
3904	4634
3928	3196
5645	3236
5616	1780
2967	2529
3084	3031
925	69
4247	2258
3155	2334
2944	3077
109	115
1457	3053
1023	2847
3813	2942
1137	2117
5368	1107
2065	3977
4673	183
2209	2829
1468	1335
3084	1900
165	306
5026	1089
1839	3196
2361	3002
2427	785
1161	5534
1293	1128
4485	5312
1838	1128
3132	2339
55	1780
2812	2895
3222	5341
149	1099
3080	2897
2724	1429
5421	4074
2170	2811
4435	115
2950	5386
5486	3171
2067	5207
2084	4127
2367	2868
64	119
3040	1952
430	106
619	2603
510	1972
5375	69
2860	2259
345	2843
5573	4634
1513	1099
4047	306
2404	2462
1948	467
2405	1955
865	244
4051	3196
2286	2974
2170	5655
5263	1471
2425	2426
3059	2242
1927	4188
2874	2829
1064	69
3752	4634
3275	3270
4256	2817
1692	2155
5207	2954
5375	2148
3109	2931
2337	2245
661	1962
96	132
404	69
2968	2849
3208	2159
1079	132
4338	960
5073	115
72	109
2821	2188
2802	3089
5244	699
183	1804
3620	3231
2094	2013
4033	2294
3182	3207
4968	117
5626	2314
2029	3434
326	1107
1854	1083
4328	3939
1075	924
2274	3004
5141	373
3468	1326
4063	115
2781	287
4392	1780
3739	1645
2848	3174
2533	4729
4859	106
3043	3056
3737	3196
5312	3196
3090	3222
2274	5537
2941	3170
2686	4031
2311	2364
3207	5277
3112	2957
4977	2153
5516	1452
525	5050
3102	3176
2095	1098
1840	2081
3427	3337
3837	4098
800	138
4332	2187
2135	1877
3367	3196
5647	115
64	3582
5452	2005
1699	1455
1100	3744
1863	1932
2798	2898
1249	1170
4592	4251
3156	2108
5409	2342
3004	2337
909	10
125	1925
2446	1878
3132	2085
1907	1493
501	4729
2248	2041
2846	2831
1000	1099
963	1857
363	3401
2231	3229
730	3196
2405	5550
5244	1077
858	1349
3917	3196
2844	2420
5621	2372
1179	69
4681	69
2998	3061
5011	1032
2339	3160
1810	4729
1085	115
1326	4019
294	3196
4243	4634
2324	2068
3061	1947
2712	4634
2498	119
2135	2138
3945	69
4036	148
5003	5118
5314	1173
3332	4759
4096	106
2245	1984
2849	1949
2597	5187
4526	3196
3908	2089
5239	822
2520	112
2171	2188
3207	1863
1508	2330
4188	4591
681	1149
2724	4662
988	5286
618	508
5599	3942
3545	4779
4405	4634
826	225
56	2769
5190	4768
3038	2332
3191	1742
3344	4277
5290	3195
2954	5537
5513	1508
1383	3196
5452	2135
4392	4634
2875	2209
1116	2525
1730	1717
1927	2329
5626	5538
1298	4634
4491	4248
5214	4164
2450	1087
532	145
2879	3206
2998	2264
2085	2897
1955	2081
955	907
1982	3134
320	510
5550	2313
1177	5526
3010	4465
2392	2857
3090	3085
4555	4446
5530	4634
3661	1070
1527	1948
2947	3188
3534	2028
2387	3171
2897	2893
4556	1103
4047	182
1744	69
373	3392
1717	1730
721	1780
1830	151
2541	467
918	2049
1843	2068
2605	138
439	306
2310	5473
5368	2843
1605	2546
2954	2361
